gene_id,pep_id,contig,start,end,pred_score
gene:BU24DRAFT_416297,gene:BU24DRAFT_416297,ML978066,747535,749569,7.995611e-05
gene:BU24DRAFT_416299,gene:BU24DRAFT_416299,ML978066,749787,751532,8.440331e-05
gene:BU24DRAFT_403723,gene:BU24DRAFT_403723,ML978066,752228,754032,5.839937e-05
gene:BU24DRAFT_416301,gene:BU24DRAFT_416301,ML978066,756800,758214,0.00016515232
gene:BU24DRAFT_429677,gene:BU24DRAFT_429677,ML978066,758415,761519,7.0923554e-05
gene:BU24DRAFT_416306,gene:BU24DRAFT_416306,ML978066,762071,762371,7.86233e-05
gene:BU24DRAFT_4883,gene:BU24DRAFT_4883,ML978066,766232,767870,7.294435e-05
gene:BU24DRAFT_338569,gene:BU24DRAFT_338569,ML978066,771766,774081,6.200726e-05
gene:BU24DRAFT_445823,gene:BU24DRAFT_445823,ML978066,774273,775858,7.689105e-05
gene:BU24DRAFT_416311,gene:BU24DRAFT_416311,ML978066,777017,778311,0.00010585321
gene:BU24DRAFT_4938,gene:BU24DRAFT_4938,ML978066,778279,779896,4.881154e-05
gene:BU24DRAFT_340202,gene:BU24DRAFT_340202,ML978066,781296,784519,0.00013614149
gene:BU24DRAFT_403732,gene:BU24DRAFT_403732,ML978066,789762,790853,0.00015370952
gene:BU24DRAFT_456693,gene:BU24DRAFT_456693,ML978066,791804,793771,0.00043604587
gene:BU24DRAFT_4959,gene:BU24DRAFT_4959,ML978066,794213,796391,0.00012345778
gene:BU24DRAFT_361156,gene:BU24DRAFT_361156,ML978066,799003,806019,8.224127e-05
gene:BU24DRAFT_445830,gene:BU24DRAFT_445830,ML978066,808427,809601,0.00013911373
gene:BU24DRAFT_445831,gene:BU24DRAFT_445831,ML978066,814038,815622,0.00012297452
gene:BU24DRAFT_416321,gene:BU24DRAFT_416321,ML978066,816899,818612,8.993344e-05
gene:BU24DRAFT_403738,gene:BU24DRAFT_403738,ML978066,819180,820067,8.398649e-05
gene:BU24DRAFT_5468,gene:BU24DRAFT_5468,ML978066,821086,823729,0.00014972573
gene:BU24DRAFT_416324,gene:BU24DRAFT_416324,ML978066,824730,826359,0.0007649421
gene:BU24DRAFT_416325,gene:BU24DRAFT_416325,ML978066,826283,828855,0.22220911
gene:BU24DRAFT_416326,gene:BU24DRAFT_416326,ML978066,828962,830786,0.059088286
gene:BU24DRAFT_416328,gene:BU24DRAFT_416328,ML978066,831162,832642,0.0036661995
gene:BU24DRAFT_445838,gene:BU24DRAFT_445838,ML978066,832934,833856,0.00022292725
gene:BU24DRAFT_416330,gene:BU24DRAFT_416330,ML978066,834555,835219,4.7880967e-05
gene:BU24DRAFT_416331,gene:BU24DRAFT_416331,ML978066,835636,836336,0.00014122375
gene:BU24DRAFT_416332,gene:BU24DRAFT_416332,ML978066,836670,838179,0.00040629
gene:BU24DRAFT_5604,gene:BU24DRAFT_5604,ML978066,838127,840215,0.00012562377
gene:BU24DRAFT_416334,gene:BU24DRAFT_416334,ML978066,840825,842875,9.627358e-05
gene:BU24DRAFT_416336,gene:BU24DRAFT_416336,ML978066,845455,846929,7.939319e-05
gene:BU24DRAFT_456709,gene:BU24DRAFT_456709,ML978066,846887,847840,4.535566e-05
gene:BU24DRAFT_5671,gene:BU24DRAFT_5671,ML978066,848062,849566,6.496874e-05
gene:BU24DRAFT_321862,gene:BU24DRAFT_321862,ML978066,850873,852384,6.763902e-05
gene:BU24DRAFT_5758,gene:BU24DRAFT_5758,ML978066,852879,855290,8.52779e-05
gene:BU24DRAFT_416342,gene:BU24DRAFT_416342,ML978066,857886,858732,0.00022100049
gene:BU24DRAFT_5810,gene:BU24DRAFT_5810,ML978066,859733,861804,0.0001042326
gene:BU24DRAFT_403757,gene:BU24DRAFT_403757,ML978066,863569,866995,0.00013535497
gene:BU24DRAFT_5878,gene:BU24DRAFT_5878,ML978066,868010,869769,9.1868824e-05
gene:BU24DRAFT_438149,gene:BU24DRAFT_438149,ML978066,870352,871864,0.00011447371
gene:BU24DRAFT_5926,gene:BU24DRAFT_5926,ML978066,874212,877064,0.000102169215
gene:BU24DRAFT_339311,gene:BU24DRAFT_339311,ML978066,878471,882720,0.00010007346
gene:BU24DRAFT_5983,gene:BU24DRAFT_5983,ML978066,883891,884683,0.00017831063
gene:BU24DRAFT_416350,gene:BU24DRAFT_416350,ML978066,884451,885972,7.359865e-05
gene:BU24DRAFT_382626,gene:BU24DRAFT_382626,ML978066,889307,891151,0.00014160853
gene:BU24DRAFT_416354,gene:BU24DRAFT_416354,ML978066,891075,892250,9.401753e-05
gene:BU24DRAFT_456721,gene:BU24DRAFT_456721,ML978066,893599,900198,5.2373845e-05
gene:BU24DRAFT_416356,gene:BU24DRAFT_416356,ML978066,901961,903660,8.72721e-05
gene:BU24DRAFT_6141,gene:BU24DRAFT_6141,ML978066,912238,913014,0.00016127937
gene:BU24DRAFT_403768,gene:BU24DRAFT_403768,ML978066,913162,914654,0.00015975814
gene:BU24DRAFT_339156,gene:BU24DRAFT_339156,ML978066,916275,918214,0.00012007065
gene:BU24DRAFT_456726,gene:BU24DRAFT_456726,ML978066,921348,921706,6.0191996e-05
gene:BU24DRAFT_429713,gene:BU24DRAFT_429713,ML978066,923154,925297,4.7152047e-05
gene:BU24DRAFT_6490,gene:BU24DRAFT_6490,ML978066,926221,928166,5.8762525e-05
gene:BU24DRAFT_6486,gene:BU24DRAFT_6486,ML978066,928167,929910,0.00015524801
gene:BU24DRAFT_416371,gene:BU24DRAFT_416371,ML978066,930766,932674,5.5088465e-05
gene:BU24DRAFT_456731,gene:BU24DRAFT_456731,ML978066,936967,937806,6.1606246e-05
gene:BU24DRAFT_6522,gene:BU24DRAFT_6522,ML978066,939500,940708,0.00020051944
gene:BU24DRAFT_416374,gene:BU24DRAFT_416374,ML978066,943441,944248,0.0005283146
gene:BU24DRAFT_416375,gene:BU24DRAFT_416375,ML978066,944329,945550,0.0020947796
gene:BU24DRAFT_6653,gene:BU24DRAFT_6653,ML978066,945552,947453,0.002164697
gene:BU24DRAFT_6690,gene:BU24DRAFT_6690,ML978066,947455,948404,0.0006280493
gene:BU24DRAFT_416380,gene:BU24DRAFT_416380,ML978066,953351,953751,0.00035377592
gene:BU24DRAFT_6719,gene:BU24DRAFT_6719,ML978066,955812,958790,0.00011701256
gene:BU24DRAFT_6721,gene:BU24DRAFT_6721,ML978066,959433,960365,6.521607e-05
gene:BU24DRAFT_416384,gene:BU24DRAFT_416384,ML978066,961139,962365,4.529267e-05
gene:BU24DRAFT_469464,gene:BU24DRAFT_469464,ML978066,962888,966895,0.00026126162
gene:BU24DRAFT_416387,gene:BU24DRAFT_416387,ML978066,968565,971462,0.00018001253
gene:BU24DRAFT_403781,gene:BU24DRAFT_403781,ML978066,973493,974361,0.00013478614
gene:BU24DRAFT_6840,gene:BU24DRAFT_6840,ML978066,974456,974995,0.000226354
gene:BU24DRAFT_6858,gene:BU24DRAFT_6858,ML978066,974996,977797,0.0007351009
gene:BU24DRAFT_445873,gene:BU24DRAFT_445873,ML978066,980066,981584,0.00010730443
gene:BU24DRAFT_382653,gene:BU24DRAFT_382653,ML978066,981753,985541,3.617066e-05
gene:BU24DRAFT_361218,gene:BU24DRAFT_361218,ML978066,985627,987767,4.2583146e-05
gene:BU24DRAFT_416395,gene:BU24DRAFT_416395,ML978066,988052,989731,8.4293286e-05
gene:BU24DRAFT_487266,gene:BU24DRAFT_487266,ML978066,990374,993327,8.2484476e-05
gene:BU24DRAFT_469468,gene:BU24DRAFT_469468,ML978066,993918,996480,9.531231e-05
gene:BU24DRAFT_487268,gene:BU24DRAFT_487268,ML978066,996726,999281,0.00012403823
gene:BU24DRAFT_416397,gene:BU24DRAFT_416397,ML978066,1000249,1002629,0.00012035747
gene:BU24DRAFT_7094,gene:BU24DRAFT_7094,ML978066,1003570,1004852,0.00010567169
gene:BU24DRAFT_456751,gene:BU24DRAFT_456751,ML978066,1008184,1008873,0.0001148285
gene:BU24DRAFT_7105,gene:BU24DRAFT_7105,ML978066,1009486,1010891,9.853468e-05
gene:BU24DRAFT_7114,gene:BU24DRAFT_7114,ML978066,1011281,1012124,9.472844e-05
gene:BU24DRAFT_7135,gene:BU24DRAFT_7135,ML978066,1012126,1013123,0.0001157774
gene:BU24DRAFT_7134,gene:BU24DRAFT_7134,ML978066,1013124,1017125,6.0335675e-05
gene:BU24DRAFT_438168,gene:BU24DRAFT_438168,ML978066,1018792,1022397,0.00015836934
gene:BU24DRAFT_7192,gene:BU24DRAFT_7192,ML978066,1022060,1022509,0.0010477111
gene:BU24DRAFT_7207,gene:BU24DRAFT_7207,ML978066,1027048,1032231,0.21185976
gene:BU24DRAFT_7241,gene:BU24DRAFT_7241,ML978066,1034382,1035811,0.033206303
gene:BU24DRAFT_456757,gene:BU24DRAFT_456757,ML978066,1036646,1037892,0.024139605
gene:BU24DRAFT_416410,gene:BU24DRAFT_416410,ML978066,1038007,1039649,0.02966668
gene:BU24DRAFT_7539,gene:BU24DRAFT_7539,ML978066,1040479,1042197,0.0004244355
gene:BU24DRAFT_361245,gene:BU24DRAFT_361245,ML978066,1042570,1044846,9.819306e-05
gene:BU24DRAFT_403801,gene:BU24DRAFT_403801,ML978066,1045039,1045524,0.00010468002
gene:BU24DRAFT_416414,gene:BU24DRAFT_416414,ML978066,1045520,1046777,9.7486234e-05
gene:BU24DRAFT_361248,gene:BU24DRAFT_361248,ML978066,1046911,1048647,8.683533e-05
gene:BU24DRAFT_469487,gene:BU24DRAFT_469487,ML978066,1049077,1050431,0.0010867695
gene:BU24DRAFT_487284,gene:BU24DRAFT_487284,ML978066,1051058,1056784,5.0118346e-05
gene:BU24DRAFT_469489,gene:BU24DRAFT_469489,ML978066,1061641,1063104,4.6991896e-05
gene:BU24DRAFT_7630,gene:BU24DRAFT_7630,ML978066,1063442,1064591,0.000108948036
gene:BU24DRAFT_7643,gene:BU24DRAFT_7643,ML978066,1065005,1065992,5.868868e-05
gene:BU24DRAFT_456769,gene:BU24DRAFT_456769,ML978066,1066654,1067391,0.00014593483
gene:BU24DRAFT_339509,gene:BU24DRAFT_339509,ML978066,1074785,1078073,0.0001008403
gene:BU24DRAFT_469493,gene:BU24DRAFT_469493,ML978066,1078425,1080240,0.000102554615
gene:BU24DRAFT_469497,gene:BU24DRAFT_469497,ML978066,1080869,1081818,0.0001334652
gene:BU24DRAFT_487290,gene:BU24DRAFT_487290,ML978066,1082298,1082843,0.0008151496
gene:BU24DRAFT_487291,gene:BU24DRAFT_487291,ML978066,1082896,1084194,0.00046239345
gene:BU24DRAFT_361252,gene:BU24DRAFT_361252,ML978066,1084734,1087601,0.0001041398
gene:BU24DRAFT_7702,gene:BU24DRAFT_7702,ML978066,1088125,1088789,0.00011500587
gene:BU24DRAFT_7716,gene:BU24DRAFT_7716,ML978066,1088790,1090010,0.00012309894
gene:BU24DRAFT_382693,gene:BU24DRAFT_382693,ML978066,1090677,1093180,7.6718825e-05
gene:BU24DRAFT_337493,gene:BU24DRAFT_337493,ML978066,1094031,1096196,3.9870803e-05
gene:BU24DRAFT_416426,gene:BU24DRAFT_416426,ML978066,1096723,1100448,5.868906e-05
gene:BU24DRAFT_487297,gene:BU24DRAFT_487297,ML978066,1101033,1102132,8.6913955e-05
gene:BU24DRAFT_7767,gene:BU24DRAFT_7767,ML978066,1102248,1102874,0.00019309681
gene:BU24DRAFT_382704,gene:BU24DRAFT_382704,ML978066,1103030,1107113,0.00012097167
gene:BU24DRAFT_382705,gene:BU24DRAFT_382705,ML978066,1107694,1110356,0.0014151958
gene:BU24DRAFT_7834,gene:BU24DRAFT_7834,ML978066,1110988,1111468,0.0015949487
gene:BU24DRAFT_416430,gene:BU24DRAFT_416430,ML978066,1112401,1115365,0.0037518353
gene:BU24DRAFT_7904,gene:BU24DRAFT_7904,ML978066,1119787,1120367,0.0006960579
gene:BU24DRAFT_7915,gene:BU24DRAFT_7915,ML978066,1122583,1124433,0.00010444129
gene:BU24DRAFT_445911,gene:BU24DRAFT_445911,ML978066,1129137,1130682,0.00014843608
gene:BU24DRAFT_456787,gene:BU24DRAFT_456787,ML978066,1131271,1133673,3.6816524e-05
gene:BU24DRAFT_445913,gene:BU24DRAFT_445913,ML978066,1134588,1137355,4.9278446e-05
gene:BU24DRAFT_403829,gene:BU24DRAFT_403829,ML978066,1138612,1139340,4.743439e-05
gene:BU24DRAFT_469526,gene:BU24DRAFT_469526,ML978066,1140510,1142314,6.320223e-05
gene:BU24DRAFT_361280,gene:BU24DRAFT_361280,ML978066,1142187,1145308,5.8174333e-05
gene:BU24DRAFT_429738,gene:BU24DRAFT_429738,ML978066,1145587,1147827,0.00011754657
gene:BU24DRAFT_8002,gene:BU24DRAFT_8002,ML978066,1148518,1149015,6.878901e-05
gene:BU24DRAFT_403834,gene:BU24DRAFT_403834,ML978066,1149567,1151904,7.4844516e-05
gene:BU24DRAFT_487309,gene:BU24DRAFT_487309,ML978066,1152163,1154029,7.146413e-05
gene:BU24DRAFT_8048,gene:BU24DRAFT_8048,ML978066,1153587,1154215,9.585145e-05
gene:BU24DRAFT_403836,gene:BU24DRAFT_403836,ML978066,1154048,1154892,0.00010303884
gene:BU24DRAFT_487311,gene:BU24DRAFT_487311,ML978066,1155188,1156123,6.59366e-05
gene:BU24DRAFT_337293,gene:BU24DRAFT_337293,ML978066,1156301,1157962,0.00025238062
gene:BU24DRAFT_416447,gene:BU24DRAFT_416447,ML978066,1158535,1162135,6.9860325e-05
gene:BU24DRAFT_8092,gene:BU24DRAFT_8092,ML978066,1162156,1164768,7.439355e-05
gene:BU24DRAFT_456800,gene:BU24DRAFT_456800,ML978066,1166340,1167749,4.6825284e-05
gene:BU24DRAFT_416449,gene:BU24DRAFT_416449,ML978066,1168136,1169891,7.921611e-05
gene:BU24DRAFT_416450,gene:BU24DRAFT_416450,ML978066,1170108,1171204,9.181752e-05
gene:BU24DRAFT_416451,gene:BU24DRAFT_416451,ML978066,1171328,1174620,8.948585e-05
gene:BU24DRAFT_416452,gene:BU24DRAFT_416452,ML978066,1174541,1175949,0.001527065
gene:BU24DRAFT_429744,gene:BU24DRAFT_429744,ML978066,1176652,1177638,0.0001734941
gene:BU24DRAFT_8228,gene:BU24DRAFT_8228,ML978066,1177801,1180437,4.4748773e-05
gene:BU24DRAFT_469554,gene:BU24DRAFT_469554,ML978066,1180761,1183447,7.337088e-05
gene:BU24DRAFT_339550,gene:BU24DRAFT_339550,ML978066,1184599,1187916,6.763776e-05
gene:BU24DRAFT_382737,gene:BU24DRAFT_382737,ML978066,1188014,1189736,0.0007016144
gene:BU24DRAFT_416455,gene:BU24DRAFT_416455,ML978066,1189818,1190983,0.0021662826
gene:BU24DRAFT_8248,gene:BU24DRAFT_8248,ML978066,1190941,1192198,0.00038726546
gene:BU24DRAFT_416456,gene:BU24DRAFT_416456,ML978066,1192870,1194777,0.0005298797
gene:BU24DRAFT_403853,gene:BU24DRAFT_403853,ML978066,1195374,1196478,0.0028540294
gene:BU24DRAFT_456814,gene:BU24DRAFT_456814,ML978066,1196709,1197356,0.0003520742
gene:BU24DRAFT_337819,gene:BU24DRAFT_337819,ML978066,1198018,1199058,0.00012268126
gene:BU24DRAFT_416459,gene:BU24DRAFT_416459,ML978066,1199297,1202576,5.683336e-05
gene:BU24DRAFT_8335,gene:BU24DRAFT_8335,ML978066,1202733,1205604,4.239379e-05
gene:BU24DRAFT_416460,gene:BU24DRAFT_416460,ML978066,1205752,1207452,7.192943e-05
gene:BU24DRAFT_456818,gene:BU24DRAFT_456818,ML978066,1207712,1209337,5.9689468e-05
gene:BU24DRAFT_416462,gene:BU24DRAFT_416462,ML978066,1209938,1211227,7.696368e-05
gene:BU24DRAFT_8388,gene:BU24DRAFT_8388,ML978066,1212701,1217093,0.000113734204
gene:BU24DRAFT_382758,gene:BU24DRAFT_382758,ML978066,1217524,1220715,6.714595e-05
gene:BU24DRAFT_416468,gene:BU24DRAFT_416468,ML978066,1220890,1225176,7.485083e-05
gene:BU24DRAFT_445943,gene:BU24DRAFT_445943,ML978066,1225408,1231251,9.9365476e-05
gene:BU24DRAFT_416470,gene:BU24DRAFT_416470,ML978066,1231860,1234115,9.384534e-05
gene:BU24DRAFT_339361,gene:BU24DRAFT_339361,ML978066,1234861,1238047,0.00022483522
gene:BU24DRAFT_338974,gene:BU24DRAFT_338974,ML978066,1239222,1241355,0.0008588796
gene:BU24DRAFT_469573,gene:BU24DRAFT_469573,ML978066,1242106,1243466,0.007755513
gene:BU24DRAFT_456828,gene:BU24DRAFT_456828,ML978066,1243462,1244166,0.0006395342
gene:BU24DRAFT_429760,gene:BU24DRAFT_429760,ML978066,1245866,1247760,0.000106114385
gene:BU24DRAFT_438205,gene:BU24DRAFT_438205,ML978066,1248238,1250543,0.00015180469
gene:BU24DRAFT_416475,gene:BU24DRAFT_416475,ML978066,1251277,1252375,0.00012126786
gene:BU24DRAFT_8727,gene:BU24DRAFT_8727,ML978066,1252037,1253612,0.00015463866
gene:BU24DRAFT_416480,gene:BU24DRAFT_416480,ML978066,1255310,1256559,8.529311e-05
gene:BU24DRAFT_456834,gene:BU24DRAFT_456834,ML978066,1257307,1258224,0.00027864982
gene:BU24DRAFT_469588,gene:BU24DRAFT_469588,ML978066,1259311,1261069,0.00014307712
gene:BU24DRAFT_338304,gene:BU24DRAFT_338304,ML978066,1261305,1262696,0.00034128653
gene:BU24DRAFT_8813,gene:BU24DRAFT_8813,ML978066,1264016,1264326,0.00015574458
gene:BU24DRAFT_403876,gene:BU24DRAFT_403876,ML978066,1264367,1265136,0.00016379255
gene:BU24DRAFT_469594,gene:BU24DRAFT_469594,ML978066,1265643,1266262,7.732575e-05
gene:BU24DRAFT_416484,gene:BU24DRAFT_416484,ML978066,1266900,1267813,0.0003565614
gene:BU24DRAFT_456839,gene:BU24DRAFT_456839,ML978066,1267769,1269102,0.0006394004
gene:BU24DRAFT_487348,gene:BU24DRAFT_487348,ML978066,1269666,1271213,0.00013473208
gene:BU24DRAFT_8854,gene:BU24DRAFT_8854,ML978066,1271538,1273682,9.854822e-05
gene:BU24DRAFT_429766,gene:BU24DRAFT_429766,ML978066,1273820,1275483,0.00028483532
gene:BU24DRAFT_403882,gene:BU24DRAFT_403882,ML978066,1275915,1278515,0.00010963412
gene:BU24DRAFT_456844,gene:BU24DRAFT_456844,ML978066,1279724,1282409,4.2411757e-05
gene:BU24DRAFT_8895,gene:BU24DRAFT_8895,ML978066,1282214,1282816,7.07307e-05
gene:BU24DRAFT_456845,gene:BU24DRAFT_456845,ML978066,1283648,1286250,5.0301747e-05
gene:BU24DRAFT_340067,gene:BU24DRAFT_340067,ML978066,1287480,1288694,5.867015e-05
gene:BU24DRAFT_416491,gene:BU24DRAFT_416491,ML978066,1289834,1292073,5.438234e-05
gene:BU24DRAFT_416492,gene:BU24DRAFT_416492,ML978066,1291974,1293176,0.00010063646
gene:BU24DRAFT_8979,gene:BU24DRAFT_8979,ML978066,1293721,1295872,0.00073657895
gene:BU24DRAFT_8990,gene:BU24DRAFT_8990,ML978066,1296523,1299165,9.390245e-05
gene:BU24DRAFT_9010,gene:BU24DRAFT_9010,ML978066,1301734,1302714,4.76054e-05
gene:BU24DRAFT_382802,gene:BU24DRAFT_382802,ML978066,1303463,1305533,4.9397764e-05
gene:BU24DRAFT_403892,gene:BU24DRAFT_403892,ML978066,1306523,1307410,0.00012769162
gene:BU24DRAFT_469605,gene:BU24DRAFT_469605,ML978066,1308681,1311287,7.7652425e-05
gene:BU24DRAFT_416497,gene:BU24DRAFT_416497,ML978066,1311783,1313399,5.8051424e-05
gene:BU24DRAFT_9082,gene:BU24DRAFT_9082,ML978066,1313869,1314653,0.00020482925
gene:BU24DRAFT_9102,gene:BU24DRAFT_9102,ML978066,1318090,1318747,0.00042611052
gene:BU24DRAFT_361367,gene:BU24DRAFT_361367,ML978066,1321029,1323355,0.00058978924
gene:BU24DRAFT_416501,gene:BU24DRAFT_416501,ML978066,1326063,1330624,0.0003712375
gene:BU24DRAFT_9135,gene:BU24DRAFT_9135,ML978066,1330324,1330987,9.633163e-05
gene:BU24DRAFT_416502,gene:BU24DRAFT_416502,ML978066,1331809,1334082,4.422428e-05
gene:BU24DRAFT_9145,gene:BU24DRAFT_9145,ML978066,1334680,1336471,9.029597e-05
gene:BU24DRAFT_456860,gene:BU24DRAFT_456860,ML978066,1342084,1343918,6.8663816e-05
gene:BU24DRAFT_456861,gene:BU24DRAFT_456861,ML978066,1345618,1346831,9.732896e-05
gene:BU24DRAFT_438222,gene:BU24DRAFT_438222,ML978066,1348054,1352047,5.140333e-05
gene:BU24DRAFT_361378,gene:BU24DRAFT_361378,ML978066,1353201,1355963,5.4814136e-05
gene:BU24DRAFT_445978,gene:BU24DRAFT_445978,ML978066,1356129,1357092,5.749254e-05
gene:BU24DRAFT_416509,gene:BU24DRAFT_416509,ML978066,1357409,1358523,0.00011153747
gene:BU24DRAFT_416510,gene:BU24DRAFT_416510,ML978066,1358684,1360313,8.09471e-05
gene:BU24DRAFT_382821,gene:BU24DRAFT_382821,ML978066,1360535,1363087,5.8236e-05
gene:BU24DRAFT_416512,gene:BU24DRAFT_416512,ML978066,1365692,1368143,0.00011514989
gene:BU24DRAFT_361392,gene:BU24DRAFT_361392,ML978066,1368450,1369489,6.786125e-05
gene:BU24DRAFT_416514,gene:BU24DRAFT_416514,ML978066,1369840,1373807,4.529642e-05
gene:BU24DRAFT_9650,gene:BU24DRAFT_9650,ML978066,1374435,1377119,5.4003915e-05
gene:BU24DRAFT_429787,gene:BU24DRAFT_429787,ML978066,1379435,1380524,0.00027803512
gene:BU24DRAFT_416516,gene:BU24DRAFT_416516,ML978066,1381124,1383139,5.644495e-05
gene:BU24DRAFT_416517,gene:BU24DRAFT_416517,ML978066,1384184,1385328,7.452954e-05
gene:BU24DRAFT_487381,gene:BU24DRAFT_487381,ML978066,1385545,1387412,5.0314935e-05
gene:BU24DRAFT_403916,gene:BU24DRAFT_403916,ML978066,1388129,1388872,0.00010218177
gene:BU24DRAFT_416520,gene:BU24DRAFT_416520,ML978066,1389591,1391460,9.7795724e-05
gene:BU24DRAFT_445992,gene:BU24DRAFT_445992,ML978066,1391533,1392167,7.790129e-05
gene:BU24DRAFT_456878,gene:BU24DRAFT_456878,ML978066,1393008,1394025,6.120656e-05
gene:BU24DRAFT_9760,gene:BU24DRAFT_9760,ML978066,1396581,1397914,8.141863e-05
gene:BU24DRAFT_456880,gene:BU24DRAFT_456880,ML978066,1399579,1401492,6.6700435e-05
gene:BU24DRAFT_445995,gene:BU24DRAFT_445995,ML978066,1402261,1405051,0.00019307304
gene:BU24DRAFT_438236,gene:BU24DRAFT_438236,ML978066,1404989,1406892,0.00033266822
gene:BU24DRAFT_469646,gene:BU24DRAFT_469646,ML978066,1407289,1408354,0.00037816717
gene:BU24DRAFT_403925,gene:BU24DRAFT_403925,ML978066,1409008,1410103,0.00020453997
gene:BU24DRAFT_416525,gene:BU24DRAFT_416525,ML978066,1410174,1411323,0.00027524444
gene:BU24DRAFT_9918,gene:BU24DRAFT_9918,ML978066,1412891,1416336,0.014302604
gene:BU24DRAFT_338466,gene:BU24DRAFT_338466,ML978066,1417262,1418668,0.0002686028
gene:BU24DRAFT_469648,gene:BU24DRAFT_469648,ML978066,1419425,1419803,0.0007575024
gene:BU24DRAFT_416528,gene:BU24DRAFT_416528,ML978066,1419910,1421292,0.0009556769
gene:BU24DRAFT_9945,gene:BU24DRAFT_9945,ML978066,1421411,1423370,9.874759e-05
gene:BU24DRAFT_416531,gene:BU24DRAFT_416531,ML978066,1424906,1429419,8.204787e-05
gene:BU24DRAFT_9977,gene:BU24DRAFT_9977,ML978066,1430096,1432171,5.0964074e-05
gene:BU24DRAFT_416533,gene:BU24DRAFT_416533,ML978066,1432136,1433449,7.854889e-05
gene:BU24DRAFT_438242,gene:BU24DRAFT_438242,ML978066,1436358,1438783,7.5309974e-05
gene:BU24DRAFT_416535,gene:BU24DRAFT_416535,ML978066,1438956,1440995,6.481449e-05
gene:BU24DRAFT_416536,gene:BU24DRAFT_416536,ML978066,1440906,1444765,8.148189e-05
gene:BU24DRAFT_403938,gene:BU24DRAFT_403938,ML978066,1445037,1446727,6.744375e-05
gene:BU24DRAFT_10023,gene:BU24DRAFT_10023,ML978066,1447961,1448739,9.0287285e-05
gene:BU24DRAFT_446010,gene:BU24DRAFT_446010,ML978066,1451390,1455141,0.00016672055
gene:BU24DRAFT_10138,gene:BU24DRAFT_10138,ML978066,1457522,1460275,0.0003287764
gene:BU24DRAFT_10165,gene:BU24DRAFT_10165,ML978066,1462504,1465871,7.214193e-05
gene:BU24DRAFT_429806,gene:BU24DRAFT_429806,ML978066,1469508,1474519,5.5828565e-05
gene:BU24DRAFT_416544,gene:BU24DRAFT_416544,ML978066,1475631,1478297,5.652194e-05
gene:BU24DRAFT_361442,gene:BU24DRAFT_361442,ML978066,1479005,1480449,8.074408e-05
gene:BU24DRAFT_469662,gene:BU24DRAFT_469662,ML978066,1480526,1482118,0.00022485515
gene:BU24DRAFT_487407,gene:BU24DRAFT_487407,ML978066,1482461,1484732,0.000395693
gene:BU24DRAFT_416545,gene:BU24DRAFT_416545,ML978066,1484991,1486179,4.5925874e-05
gene:BU24DRAFT_456907,gene:BU24DRAFT_456907,ML978066,1486224,1486903,0.00018839039
gene:BU24DRAFT_340010,gene:BU24DRAFT_340010,ML978066,1488588,1492108,5.1730036e-05
gene:BU24DRAFT_416547,gene:BU24DRAFT_416547,ML978066,1492594,1495115,3.9030063e-05
gene:BU24DRAFT_416548,gene:BU24DRAFT_416548,ML978066,1495160,1496954,6.701057e-05
gene:BU24DRAFT_456911,gene:BU24DRAFT_456911,ML978066,1498229,1499995,5.1441886e-05
gene:BU24DRAFT_429813,gene:BU24DRAFT_429813,ML978066,1501325,1503419,3.9284387e-05
gene:BU24DRAFT_10390,gene:BU24DRAFT_10390,ML978066,1509903,1510871,0.00015118725
gene:BU24DRAFT_416553,gene:BU24DRAFT_416553,ML978066,1511146,1511665,0.0012924002
gene:BU24DRAFT_403953,gene:BU24DRAFT_403953,ML978066,1515156,1516715,0.007964885
gene:BU24DRAFT_469667,gene:BU24DRAFT_469667,ML978066,1517901,1518721,0.004831758
gene:BU24DRAFT_456916,gene:BU24DRAFT_456916,ML978066,1519292,1521148,0.0011352665
gene:BU24DRAFT_416555,gene:BU24DRAFT_416555,ML978066,1521475,1523004,5.419687e-05
gene:BU24DRAFT_10411,gene:BU24DRAFT_10411,ML978066,1523345,1525367,3.9610382e-05
gene:BU24DRAFT_10412,gene:BU24DRAFT_10412,ML978066,1525368,1527167,0.00010303454
gene:BU24DRAFT_487418,gene:BU24DRAFT_487418,ML978066,1527375,1528803,0.00017140132
gene:BU24DRAFT_416557,gene:BU24DRAFT_416557,ML978066,1528846,1529859,0.00017617442
gene:BU24DRAFT_416559,gene:BU24DRAFT_416559,ML978066,1530047,1534096,3.7347603e-05
gene:BU24DRAFT_382905,gene:BU24DRAFT_382905,ML978066,1534806,1538974,4.6056623e-05
gene:BU24DRAFT_337684,gene:BU24DRAFT_337684,ML978066,1539747,1541378,0.00012243801
gene:BU24DRAFT_382910,gene:BU24DRAFT_382910,ML978066,1541386,1544122,0.00011656852
gene:BU24DRAFT_10621,gene:BU24DRAFT_10621,ML978066,1546232,1548983,5.2542615e-05
gene:BU24DRAFT_416564,gene:BU24DRAFT_416564,ML978066,1549630,1551031,7.581334e-05
gene:BU24DRAFT_487426,gene:BU24DRAFT_487426,ML978066,1551400,1552341,0.00010296207
gene:BU24DRAFT_456929,gene:BU24DRAFT_456929,ML978066,1553127,1555754,9.606488e-05
gene:BU24DRAFT_416566,gene:BU24DRAFT_416566,ML978066,1557237,1558298,0.00017994874
