gene_id,pep_id,contig,start,end,pred_score
gene:BU24DRAFT_416297,gene:BU24DRAFT_416297,ML978066,747535,749569,7.995554e-05
gene:BU24DRAFT_416299,gene:BU24DRAFT_416299,ML978066,749787,751532,8.440196e-05
gene:BU24DRAFT_403723,gene:BU24DRAFT_403723,ML978066,752228,754032,5.83993e-05
gene:BU24DRAFT_416301,gene:BU24DRAFT_416301,ML978066,756800,758214,0.0001651575
gene:BU24DRAFT_429677,gene:BU24DRAFT_429677,ML978066,758415,761519,7.092408e-05
gene:BU24DRAFT_416306,gene:BU24DRAFT_416306,ML978066,762071,762371,7.862623e-05
gene:BU24DRAFT_4883,gene:BU24DRAFT_4883,ML978066,766232,767870,7.294696e-05
gene:BU24DRAFT_338569,gene:BU24DRAFT_338569,ML978066,771766,774081,6.200761e-05
gene:BU24DRAFT_445823,gene:BU24DRAFT_445823,ML978066,774273,775858,7.68918e-05
gene:BU24DRAFT_416311,gene:BU24DRAFT_416311,ML978066,777017,778311,0.00010585314
gene:BU24DRAFT_4938,gene:BU24DRAFT_4938,ML978066,778279,779896,4.881296e-05
gene:BU24DRAFT_340202,gene:BU24DRAFT_340202,ML978066,781296,784519,0.00013613017
gene:BU24DRAFT_403732,gene:BU24DRAFT_403732,ML978066,789762,790853,0.00015369922
gene:BU24DRAFT_456693,gene:BU24DRAFT_456693,ML978066,791804,793771,0.00043605428
gene:BU24DRAFT_4959,gene:BU24DRAFT_4959,ML978066,794213,796391,0.00012346411
gene:BU24DRAFT_361156,gene:BU24DRAFT_361156,ML978066,799003,806019,8.2242186e-05
gene:BU24DRAFT_445830,gene:BU24DRAFT_445830,ML978066,808427,809601,0.00013911688
gene:BU24DRAFT_445831,gene:BU24DRAFT_445831,ML978066,814038,815622,0.00012298008
gene:BU24DRAFT_416321,gene:BU24DRAFT_416321,ML978066,816899,818612,8.993451e-05
gene:BU24DRAFT_403738,gene:BU24DRAFT_403738,ML978066,819180,820067,8.3997315e-05
gene:BU24DRAFT_5468,gene:BU24DRAFT_5468,ML978066,821086,823729,0.00014973333
gene:BU24DRAFT_416324,gene:BU24DRAFT_416324,ML978066,824730,826359,0.0007649691
gene:BU24DRAFT_416325,gene:BU24DRAFT_416325,ML978066,826283,828855,0.22220889
gene:BU24DRAFT_416326,gene:BU24DRAFT_416326,ML978066,828962,830786,0.05908393
gene:BU24DRAFT_416328,gene:BU24DRAFT_416328,ML978066,831162,832642,0.0036663152
gene:BU24DRAFT_445838,gene:BU24DRAFT_445838,ML978066,832934,833856,0.00022293272
gene:BU24DRAFT_416330,gene:BU24DRAFT_416330,ML978066,834555,835219,4.7882906e-05
gene:BU24DRAFT_416331,gene:BU24DRAFT_416331,ML978066,835636,836336,0.00014122514
gene:BU24DRAFT_416332,gene:BU24DRAFT_416332,ML978066,836670,838179,0.00040628578
gene:BU24DRAFT_5604,gene:BU24DRAFT_5604,ML978066,838127,840215,0.00012562386
gene:BU24DRAFT_416334,gene:BU24DRAFT_416334,ML978066,840825,842875,9.6275005e-05
gene:BU24DRAFT_416336,gene:BU24DRAFT_416336,ML978066,845455,846929,7.939304e-05
gene:BU24DRAFT_456709,gene:BU24DRAFT_456709,ML978066,846887,847840,4.5357494e-05
gene:BU24DRAFT_5671,gene:BU24DRAFT_5671,ML978066,848062,849566,6.49695e-05
gene:BU24DRAFT_321862,gene:BU24DRAFT_321862,ML978066,850873,852384,6.763803e-05
gene:BU24DRAFT_5758,gene:BU24DRAFT_5758,ML978066,852879,855290,8.5278865e-05
gene:BU24DRAFT_416342,gene:BU24DRAFT_416342,ML978066,857886,858732,0.0002209961
gene:BU24DRAFT_5810,gene:BU24DRAFT_5810,ML978066,859733,861804,0.00010422859
gene:BU24DRAFT_403757,gene:BU24DRAFT_403757,ML978066,863569,866995,0.00013534531
gene:BU24DRAFT_5878,gene:BU24DRAFT_5878,ML978066,868010,869769,9.186434e-05
gene:BU24DRAFT_438149,gene:BU24DRAFT_438149,ML978066,870352,871864,0.00011446987
gene:BU24DRAFT_5926,gene:BU24DRAFT_5926,ML978066,874212,877064,0.00010216661
gene:BU24DRAFT_339311,gene:BU24DRAFT_339311,ML978066,878471,882720,0.00010007295
gene:BU24DRAFT_5983,gene:BU24DRAFT_5983,ML978066,883891,884683,0.00017831178
gene:BU24DRAFT_416350,gene:BU24DRAFT_416350,ML978066,884451,885972,7.35995e-05
gene:BU24DRAFT_382626,gene:BU24DRAFT_382626,ML978066,889307,891151,0.00014160556
gene:BU24DRAFT_416354,gene:BU24DRAFT_416354,ML978066,891075,892250,9.40138e-05
gene:BU24DRAFT_456721,gene:BU24DRAFT_456721,ML978066,893599,900198,5.237343e-05
gene:BU24DRAFT_416356,gene:BU24DRAFT_416356,ML978066,901961,903660,8.7275934e-05
gene:BU24DRAFT_6141,gene:BU24DRAFT_6141,ML978066,912238,913014,0.0001612821
gene:BU24DRAFT_403768,gene:BU24DRAFT_403768,ML978066,913162,914654,0.0001597622
gene:BU24DRAFT_339156,gene:BU24DRAFT_339156,ML978066,916275,918214,0.00012006863
gene:BU24DRAFT_456726,gene:BU24DRAFT_456726,ML978066,921348,921706,6.019194e-05
gene:BU24DRAFT_429713,gene:BU24DRAFT_429713,ML978066,923154,925297,4.715197e-05
gene:BU24DRAFT_6490,gene:BU24DRAFT_6490,ML978066,926221,928166,5.8762445e-05
gene:BU24DRAFT_6486,gene:BU24DRAFT_6486,ML978066,928167,929910,0.00015524513
gene:BU24DRAFT_416371,gene:BU24DRAFT_416371,ML978066,930766,932674,5.5085922e-05
gene:BU24DRAFT_456731,gene:BU24DRAFT_456731,ML978066,936967,937806,6.1601306e-05
gene:BU24DRAFT_6522,gene:BU24DRAFT_6522,ML978066,939500,940708,0.00020050677
gene:BU24DRAFT_416374,gene:BU24DRAFT_416374,ML978066,943441,944248,0.00052828295
gene:BU24DRAFT_416375,gene:BU24DRAFT_416375,ML978066,944329,945550,0.002094403
gene:BU24DRAFT_6653,gene:BU24DRAFT_6653,ML978066,945552,947453,0.0021643264
gene:BU24DRAFT_6690,gene:BU24DRAFT_6690,ML978066,947455,948404,0.00062796124
gene:BU24DRAFT_416380,gene:BU24DRAFT_416380,ML978066,953351,953751,0.00035375028
gene:BU24DRAFT_6719,gene:BU24DRAFT_6719,ML978066,955812,958790,0.00011700624
gene:BU24DRAFT_6721,gene:BU24DRAFT_6721,ML978066,959433,960365,6.52144e-05
gene:BU24DRAFT_416384,gene:BU24DRAFT_416384,ML978066,961139,962365,4.5290548e-05
gene:BU24DRAFT_469464,gene:BU24DRAFT_469464,ML978066,962888,966895,0.00026123808
gene:BU24DRAFT_416387,gene:BU24DRAFT_416387,ML978066,968565,971462,0.00018001428
gene:BU24DRAFT_403781,gene:BU24DRAFT_403781,ML978066,973493,974361,0.00013478161
gene:BU24DRAFT_6840,gene:BU24DRAFT_6840,ML978066,974456,974995,0.00022635041
gene:BU24DRAFT_6858,gene:BU24DRAFT_6858,ML978066,974996,977797,0.00073516415
gene:BU24DRAFT_445873,gene:BU24DRAFT_445873,ML978066,980066,981584,0.000107308246
gene:BU24DRAFT_382653,gene:BU24DRAFT_382653,ML978066,981753,985541,3.6173293e-05
gene:BU24DRAFT_361218,gene:BU24DRAFT_361218,ML978066,985627,987767,4.258483e-05
gene:BU24DRAFT_416395,gene:BU24DRAFT_416395,ML978066,988052,989731,8.429674e-05
gene:BU24DRAFT_487266,gene:BU24DRAFT_487266,ML978066,990374,993327,8.248417e-05
gene:BU24DRAFT_469468,gene:BU24DRAFT_469468,ML978066,993918,996480,9.5307645e-05
gene:BU24DRAFT_487268,gene:BU24DRAFT_487268,ML978066,996726,999281,0.00012403152
gene:BU24DRAFT_416397,gene:BU24DRAFT_416397,ML978066,1000249,1002629,0.000120350305
gene:BU24DRAFT_7094,gene:BU24DRAFT_7094,ML978066,1003570,1004852,0.000105669875
gene:BU24DRAFT_456751,gene:BU24DRAFT_456751,ML978066,1008184,1008873,0.00011483132
gene:BU24DRAFT_7105,gene:BU24DRAFT_7105,ML978066,1009486,1010891,9.853793e-05
gene:BU24DRAFT_7114,gene:BU24DRAFT_7114,ML978066,1011281,1012124,9.472726e-05
gene:BU24DRAFT_7135,gene:BU24DRAFT_7135,ML978066,1012126,1013123,0.000115775554
gene:BU24DRAFT_7134,gene:BU24DRAFT_7134,ML978066,1013124,1017125,6.0335715e-05
gene:BU24DRAFT_438168,gene:BU24DRAFT_438168,ML978066,1018792,1022397,0.00015837193
gene:BU24DRAFT_7192,gene:BU24DRAFT_7192,ML978066,1022060,1022509,0.0010477446
gene:BU24DRAFT_7207,gene:BU24DRAFT_7207,ML978066,1027048,1032231,0.21185948
gene:BU24DRAFT_7241,gene:BU24DRAFT_7241,ML978066,1034382,1035811,0.033202987
gene:BU24DRAFT_456757,gene:BU24DRAFT_456757,ML978066,1036646,1037892,0.024138216
gene:BU24DRAFT_416410,gene:BU24DRAFT_416410,ML978066,1038007,1039649,0.029665146
gene:BU24DRAFT_7539,gene:BU24DRAFT_7539,ML978066,1040479,1042197,0.00042443076
gene:BU24DRAFT_361245,gene:BU24DRAFT_361245,ML978066,1042570,1044846,9.819042e-05
gene:BU24DRAFT_403801,gene:BU24DRAFT_403801,ML978066,1045039,1045524,0.000104678664
gene:BU24DRAFT_416414,gene:BU24DRAFT_416414,ML978066,1045520,1046777,9.748811e-05
gene:BU24DRAFT_361248,gene:BU24DRAFT_361248,ML978066,1046911,1048647,8.683658e-05
gene:BU24DRAFT_469487,gene:BU24DRAFT_469487,ML978066,1049077,1050431,0.0010865745
gene:BU24DRAFT_487284,gene:BU24DRAFT_487284,ML978066,1051058,1056784,5.0117018e-05
gene:BU24DRAFT_469489,gene:BU24DRAFT_469489,ML978066,1061641,1063104,4.6993555e-05
gene:BU24DRAFT_7630,gene:BU24DRAFT_7630,ML978066,1063442,1064591,0.000108951666
gene:BU24DRAFT_7643,gene:BU24DRAFT_7643,ML978066,1065005,1065992,5.868706e-05
gene:BU24DRAFT_456769,gene:BU24DRAFT_456769,ML978066,1066654,1067391,0.00014593666
gene:BU24DRAFT_339509,gene:BU24DRAFT_339509,ML978066,1074785,1078073,0.000100847705
gene:BU24DRAFT_469493,gene:BU24DRAFT_469493,ML978066,1078425,1080240,0.000102551254
gene:BU24DRAFT_469497,gene:BU24DRAFT_469497,ML978066,1080869,1081818,0.00013346189
gene:BU24DRAFT_487290,gene:BU24DRAFT_487290,ML978066,1082298,1082843,0.0008150019
gene:BU24DRAFT_487291,gene:BU24DRAFT_487291,ML978066,1082896,1084194,0.0004623432
gene:BU24DRAFT_361252,gene:BU24DRAFT_361252,ML978066,1084734,1087601,0.00010413971
gene:BU24DRAFT_7702,gene:BU24DRAFT_7702,ML978066,1088125,1088789,0.0001150032
gene:BU24DRAFT_7716,gene:BU24DRAFT_7716,ML978066,1088790,1090010,0.00012308982
gene:BU24DRAFT_382693,gene:BU24DRAFT_382693,ML978066,1090677,1093180,7.671795e-05
gene:BU24DRAFT_337493,gene:BU24DRAFT_337493,ML978066,1094031,1096196,3.987157e-05
gene:BU24DRAFT_416426,gene:BU24DRAFT_416426,ML978066,1096723,1100448,5.8691356e-05
gene:BU24DRAFT_487297,gene:BU24DRAFT_487297,ML978066,1101033,1102132,8.691341e-05
gene:BU24DRAFT_7767,gene:BU24DRAFT_7767,ML978066,1102248,1102874,0.00019310138
gene:BU24DRAFT_382704,gene:BU24DRAFT_382704,ML978066,1103030,1107113,0.00012097436
gene:BU24DRAFT_382705,gene:BU24DRAFT_382705,ML978066,1107694,1110356,0.001415126
gene:BU24DRAFT_7834,gene:BU24DRAFT_7834,ML978066,1110988,1111468,0.0015949407
gene:BU24DRAFT_416430,gene:BU24DRAFT_416430,ML978066,1112401,1115365,0.0037518062
gene:BU24DRAFT_7904,gene:BU24DRAFT_7904,ML978066,1119787,1120367,0.00069609366
gene:BU24DRAFT_7915,gene:BU24DRAFT_7915,ML978066,1122583,1124433,0.00010444398
gene:BU24DRAFT_445911,gene:BU24DRAFT_445911,ML978066,1129137,1130682,0.00014843543
gene:BU24DRAFT_456787,gene:BU24DRAFT_456787,ML978066,1131271,1133673,3.681561e-05
gene:BU24DRAFT_445913,gene:BU24DRAFT_445913,ML978066,1134588,1137355,4.927663e-05
gene:BU24DRAFT_403829,gene:BU24DRAFT_403829,ML978066,1138612,1139340,4.7433303e-05
gene:BU24DRAFT_469526,gene:BU24DRAFT_469526,ML978066,1140510,1142314,6.3201616e-05
gene:BU24DRAFT_361280,gene:BU24DRAFT_361280,ML978066,1142187,1145308,5.8175185e-05
gene:BU24DRAFT_429738,gene:BU24DRAFT_429738,ML978066,1145587,1147827,0.000117546006
gene:BU24DRAFT_8002,gene:BU24DRAFT_8002,ML978066,1148518,1149015,6.878733e-05
gene:BU24DRAFT_403834,gene:BU24DRAFT_403834,ML978066,1149567,1151904,7.4844815e-05
gene:BU24DRAFT_487309,gene:BU24DRAFT_487309,ML978066,1152163,1154029,7.1462666e-05
gene:BU24DRAFT_8048,gene:BU24DRAFT_8048,ML978066,1153587,1154215,9.585531e-05
gene:BU24DRAFT_403836,gene:BU24DRAFT_403836,ML978066,1154048,1154892,0.00010304303
gene:BU24DRAFT_487311,gene:BU24DRAFT_487311,ML978066,1155188,1156123,6.5936474e-05
gene:BU24DRAFT_337293,gene:BU24DRAFT_337293,ML978066,1156301,1157962,0.0002523695
gene:BU24DRAFT_416447,gene:BU24DRAFT_416447,ML978066,1158535,1162135,6.98577e-05
gene:BU24DRAFT_8092,gene:BU24DRAFT_8092,ML978066,1162156,1164768,7.439447e-05
gene:BU24DRAFT_456800,gene:BU24DRAFT_456800,ML978066,1166340,1167749,4.6824538e-05
gene:BU24DRAFT_416449,gene:BU24DRAFT_416449,ML978066,1168136,1169891,7.921375e-05
gene:BU24DRAFT_416450,gene:BU24DRAFT_416450,ML978066,1170108,1171204,9.1816655e-05
gene:BU24DRAFT_416451,gene:BU24DRAFT_416451,ML978066,1171328,1174620,8.948521e-05
gene:BU24DRAFT_416452,gene:BU24DRAFT_416452,ML978066,1174541,1175949,0.0015270946
gene:BU24DRAFT_429744,gene:BU24DRAFT_429744,ML978066,1176652,1177638,0.00017349716
gene:BU24DRAFT_8228,gene:BU24DRAFT_8228,ML978066,1177801,1180437,4.4747358e-05
gene:BU24DRAFT_469554,gene:BU24DRAFT_469554,ML978066,1180761,1183447,7.3371506e-05
gene:BU24DRAFT_339550,gene:BU24DRAFT_339550,ML978066,1184599,1187916,6.763634e-05
gene:BU24DRAFT_382737,gene:BU24DRAFT_382737,ML978066,1188014,1189736,0.00070159644
gene:BU24DRAFT_416455,gene:BU24DRAFT_416455,ML978066,1189818,1190983,0.0021662174
gene:BU24DRAFT_8248,gene:BU24DRAFT_8248,ML978066,1190941,1192198,0.0003872556
gene:BU24DRAFT_416456,gene:BU24DRAFT_416456,ML978066,1192870,1194777,0.0005298009
gene:BU24DRAFT_403853,gene:BU24DRAFT_403853,ML978066,1195374,1196478,0.0028543002
gene:BU24DRAFT_456814,gene:BU24DRAFT_456814,ML978066,1196709,1197356,0.00035205702
gene:BU24DRAFT_337819,gene:BU24DRAFT_337819,ML978066,1198018,1199058,0.00012267791
gene:BU24DRAFT_416459,gene:BU24DRAFT_416459,ML978066,1199297,1202576,5.683306e-05
gene:BU24DRAFT_8335,gene:BU24DRAFT_8335,ML978066,1202733,1205604,4.2391905e-05
gene:BU24DRAFT_416460,gene:BU24DRAFT_416460,ML978066,1205752,1207452,7.192836e-05
gene:BU24DRAFT_456818,gene:BU24DRAFT_456818,ML978066,1207712,1209337,5.9689894e-05
gene:BU24DRAFT_416462,gene:BU24DRAFT_416462,ML978066,1209938,1211227,7.696134e-05
gene:BU24DRAFT_8388,gene:BU24DRAFT_8388,ML978066,1212701,1217093,0.00011373436
gene:BU24DRAFT_382758,gene:BU24DRAFT_382758,ML978066,1217524,1220715,6.714834e-05
gene:BU24DRAFT_416468,gene:BU24DRAFT_416468,ML978066,1220890,1225176,7.485308e-05
gene:BU24DRAFT_445943,gene:BU24DRAFT_445943,ML978066,1225408,1231251,9.936401e-05
gene:BU24DRAFT_416470,gene:BU24DRAFT_416470,ML978066,1231860,1234115,9.3842886e-05
gene:BU24DRAFT_339361,gene:BU24DRAFT_339361,ML978066,1234861,1238047,0.0002248432
gene:BU24DRAFT_338974,gene:BU24DRAFT_338974,ML978066,1239222,1241355,0.00085894286
gene:BU24DRAFT_469573,gene:BU24DRAFT_469573,ML978066,1242106,1243466,0.0077572498
gene:BU24DRAFT_456828,gene:BU24DRAFT_456828,ML978066,1243462,1244166,0.00063962047
gene:BU24DRAFT_429760,gene:BU24DRAFT_429760,ML978066,1245866,1247760,0.00010612399
gene:BU24DRAFT_438205,gene:BU24DRAFT_438205,ML978066,1248238,1250543,0.00015180343
gene:BU24DRAFT_416475,gene:BU24DRAFT_416475,ML978066,1251277,1252375,0.000121271
gene:BU24DRAFT_8727,gene:BU24DRAFT_8727,ML978066,1252037,1253612,0.00015463168
gene:BU24DRAFT_416480,gene:BU24DRAFT_416480,ML978066,1255310,1256559,8.529296e-05
gene:BU24DRAFT_456834,gene:BU24DRAFT_456834,ML978066,1257307,1258224,0.0002786495
gene:BU24DRAFT_469588,gene:BU24DRAFT_469588,ML978066,1259311,1261069,0.0001430781
gene:BU24DRAFT_338304,gene:BU24DRAFT_338304,ML978066,1261305,1262696,0.0003412774
gene:BU24DRAFT_8813,gene:BU24DRAFT_8813,ML978066,1264016,1264326,0.00015574008
gene:BU24DRAFT_403876,gene:BU24DRAFT_403876,ML978066,1264367,1265136,0.00016378972
gene:BU24DRAFT_469594,gene:BU24DRAFT_469594,ML978066,1265643,1266262,7.7326724e-05
gene:BU24DRAFT_416484,gene:BU24DRAFT_416484,ML978066,1266900,1267813,0.00035655644
gene:BU24DRAFT_456839,gene:BU24DRAFT_456839,ML978066,1267769,1269102,0.00063938025
gene:BU24DRAFT_487348,gene:BU24DRAFT_487348,ML978066,1269666,1271213,0.00013472688
gene:BU24DRAFT_8854,gene:BU24DRAFT_8854,ML978066,1271538,1273682,9.8544886e-05
gene:BU24DRAFT_429766,gene:BU24DRAFT_429766,ML978066,1273820,1275483,0.00028482455
gene:BU24DRAFT_403882,gene:BU24DRAFT_403882,ML978066,1275915,1278515,0.00010962898
gene:BU24DRAFT_456844,gene:BU24DRAFT_456844,ML978066,1279724,1282409,4.2410597e-05
gene:BU24DRAFT_8895,gene:BU24DRAFT_8895,ML978066,1282214,1282816,7.073442e-05
gene:BU24DRAFT_456845,gene:BU24DRAFT_456845,ML978066,1283648,1286250,5.0302944e-05
gene:BU24DRAFT_340067,gene:BU24DRAFT_340067,ML978066,1287480,1288694,5.867118e-05
gene:BU24DRAFT_416491,gene:BU24DRAFT_416491,ML978066,1289834,1292073,5.4383814e-05
gene:BU24DRAFT_416492,gene:BU24DRAFT_416492,ML978066,1291974,1293176,0.000100635625
gene:BU24DRAFT_8979,gene:BU24DRAFT_8979,ML978066,1293721,1295872,0.00073665264
gene:BU24DRAFT_8990,gene:BU24DRAFT_8990,ML978066,1296523,1299165,9.390059e-05
gene:BU24DRAFT_9010,gene:BU24DRAFT_9010,ML978066,1301734,1302714,4.7606267e-05
gene:BU24DRAFT_382802,gene:BU24DRAFT_382802,ML978066,1303463,1305533,4.939705e-05
gene:BU24DRAFT_403892,gene:BU24DRAFT_403892,ML978066,1306523,1307410,0.00012769223
gene:BU24DRAFT_469605,gene:BU24DRAFT_469605,ML978066,1308681,1311287,7.765381e-05
gene:BU24DRAFT_416497,gene:BU24DRAFT_416497,ML978066,1311783,1313399,5.805304e-05
gene:BU24DRAFT_9082,gene:BU24DRAFT_9082,ML978066,1313869,1314653,0.00020482886
gene:BU24DRAFT_9102,gene:BU24DRAFT_9102,ML978066,1318090,1318747,0.00042612062
gene:BU24DRAFT_361367,gene:BU24DRAFT_361367,ML978066,1321029,1323355,0.0005898196
gene:BU24DRAFT_416501,gene:BU24DRAFT_416501,ML978066,1326063,1330624,0.0003712466
gene:BU24DRAFT_9135,gene:BU24DRAFT_9135,ML978066,1330324,1330987,9.633667e-05
gene:BU24DRAFT_416502,gene:BU24DRAFT_416502,ML978066,1331809,1334082,4.422462e-05
gene:BU24DRAFT_9145,gene:BU24DRAFT_9145,ML978066,1334680,1336471,9.02997e-05
gene:BU24DRAFT_456860,gene:BU24DRAFT_456860,ML978066,1342084,1343918,6.86634e-05
gene:BU24DRAFT_456861,gene:BU24DRAFT_456861,ML978066,1345618,1346831,9.7332e-05
gene:BU24DRAFT_438222,gene:BU24DRAFT_438222,ML978066,1348054,1352047,5.140534e-05
gene:BU24DRAFT_361378,gene:BU24DRAFT_361378,ML978066,1353201,1355963,5.4816413e-05
gene:BU24DRAFT_445978,gene:BU24DRAFT_445978,ML978066,1356129,1357092,5.7492183e-05
gene:BU24DRAFT_416509,gene:BU24DRAFT_416509,ML978066,1357409,1358523,0.00011154035
gene:BU24DRAFT_416510,gene:BU24DRAFT_416510,ML978066,1358684,1360313,8.094705e-05
gene:BU24DRAFT_382821,gene:BU24DRAFT_382821,ML978066,1360535,1363087,5.823651e-05
gene:BU24DRAFT_416512,gene:BU24DRAFT_416512,ML978066,1365692,1368143,0.000115149196
gene:BU24DRAFT_361392,gene:BU24DRAFT_361392,ML978066,1368450,1369489,6.7862085e-05
gene:BU24DRAFT_416514,gene:BU24DRAFT_416514,ML978066,1369840,1373807,4.529797e-05
gene:BU24DRAFT_9650,gene:BU24DRAFT_9650,ML978066,1374435,1377119,5.4003795e-05
gene:BU24DRAFT_429787,gene:BU24DRAFT_429787,ML978066,1379435,1380524,0.0002780356
gene:BU24DRAFT_416516,gene:BU24DRAFT_416516,ML978066,1381124,1383139,5.6447647e-05
gene:BU24DRAFT_416517,gene:BU24DRAFT_416517,ML978066,1384184,1385328,7.453402e-05
gene:BU24DRAFT_487381,gene:BU24DRAFT_487381,ML978066,1385545,1387412,5.0317154e-05
gene:BU24DRAFT_403916,gene:BU24DRAFT_403916,ML978066,1388129,1388872,0.00010218213
gene:BU24DRAFT_416520,gene:BU24DRAFT_416520,ML978066,1389591,1391460,9.779492e-05
gene:BU24DRAFT_445992,gene:BU24DRAFT_445992,ML978066,1391533,1392167,7.7901364e-05
gene:BU24DRAFT_456878,gene:BU24DRAFT_456878,ML978066,1393008,1394025,6.1207196e-05
gene:BU24DRAFT_9760,gene:BU24DRAFT_9760,ML978066,1396581,1397914,8.1420774e-05
gene:BU24DRAFT_456880,gene:BU24DRAFT_456880,ML978066,1399579,1401492,6.670153e-05
gene:BU24DRAFT_445995,gene:BU24DRAFT_445995,ML978066,1402261,1405051,0.000193076
gene:BU24DRAFT_438236,gene:BU24DRAFT_438236,ML978066,1404989,1406892,0.00033265084
gene:BU24DRAFT_469646,gene:BU24DRAFT_469646,ML978066,1407289,1408354,0.0003781309
gene:BU24DRAFT_403925,gene:BU24DRAFT_403925,ML978066,1409008,1410103,0.00020455544
gene:BU24DRAFT_416525,gene:BU24DRAFT_416525,ML978066,1410174,1411323,0.00027525442
gene:BU24DRAFT_9918,gene:BU24DRAFT_9918,ML978066,1412891,1416336,0.014303866
gene:BU24DRAFT_338466,gene:BU24DRAFT_338466,ML978066,1417262,1418668,0.0002686312
gene:BU24DRAFT_469648,gene:BU24DRAFT_469648,ML978066,1419425,1419803,0.00075754576
gene:BU24DRAFT_416528,gene:BU24DRAFT_416528,ML978066,1419910,1421292,0.000955705
gene:BU24DRAFT_9945,gene:BU24DRAFT_9945,ML978066,1421411,1423370,9.8748176e-05
gene:BU24DRAFT_416531,gene:BU24DRAFT_416531,ML978066,1424906,1429419,8.2051425e-05
gene:BU24DRAFT_9977,gene:BU24DRAFT_9977,ML978066,1430096,1432171,5.0966082e-05
gene:BU24DRAFT_416533,gene:BU24DRAFT_416533,ML978066,1432136,1433449,7.854911e-05
gene:BU24DRAFT_438242,gene:BU24DRAFT_438242,ML978066,1436358,1438783,7.5309654e-05
gene:BU24DRAFT_416535,gene:BU24DRAFT_416535,ML978066,1438956,1440995,6.4815176e-05
gene:BU24DRAFT_416536,gene:BU24DRAFT_416536,ML978066,1440906,1444765,8.148164e-05
gene:BU24DRAFT_403938,gene:BU24DRAFT_403938,ML978066,1445037,1446727,6.744376e-05
gene:BU24DRAFT_10023,gene:BU24DRAFT_10023,ML978066,1447961,1448739,9.028805e-05
gene:BU24DRAFT_446010,gene:BU24DRAFT_446010,ML978066,1451390,1455141,0.00016672234
gene:BU24DRAFT_10138,gene:BU24DRAFT_10138,ML978066,1457522,1460275,0.0003287535
gene:BU24DRAFT_10165,gene:BU24DRAFT_10165,ML978066,1462504,1465871,7.21389e-05
gene:BU24DRAFT_429806,gene:BU24DRAFT_429806,ML978066,1469508,1474519,5.5827968e-05
gene:BU24DRAFT_416544,gene:BU24DRAFT_416544,ML978066,1475631,1478297,5.652112e-05
gene:BU24DRAFT_361442,gene:BU24DRAFT_361442,ML978066,1479005,1480449,8.073965e-05
gene:BU24DRAFT_469662,gene:BU24DRAFT_469662,ML978066,1480526,1482118,0.00022483965
gene:BU24DRAFT_487407,gene:BU24DRAFT_487407,ML978066,1482461,1484732,0.00039567662
gene:BU24DRAFT_416545,gene:BU24DRAFT_416545,ML978066,1484991,1486179,4.5926474e-05
gene:BU24DRAFT_456907,gene:BU24DRAFT_456907,ML978066,1486224,1486903,0.00018839198
gene:BU24DRAFT_340010,gene:BU24DRAFT_340010,ML978066,1488588,1492108,5.1729876e-05
gene:BU24DRAFT_416547,gene:BU24DRAFT_416547,ML978066,1492594,1495115,3.9030867e-05
gene:BU24DRAFT_416548,gene:BU24DRAFT_416548,ML978066,1495160,1496954,6.701082e-05
gene:BU24DRAFT_456911,gene:BU24DRAFT_456911,ML978066,1498229,1499995,5.144125e-05
gene:BU24DRAFT_429813,gene:BU24DRAFT_429813,ML978066,1501325,1503419,3.9285384e-05
gene:BU24DRAFT_10390,gene:BU24DRAFT_10390,ML978066,1509903,1510871,0.00015117222
gene:BU24DRAFT_416553,gene:BU24DRAFT_416553,ML978066,1511146,1511665,0.0012923422
gene:BU24DRAFT_403953,gene:BU24DRAFT_403953,ML978066,1515156,1516715,0.0079652425
gene:BU24DRAFT_469667,gene:BU24DRAFT_469667,ML978066,1517901,1518721,0.004831741
gene:BU24DRAFT_456916,gene:BU24DRAFT_456916,ML978066,1519292,1521148,0.0011351787
gene:BU24DRAFT_416555,gene:BU24DRAFT_416555,ML978066,1521475,1523004,5.4197066e-05
gene:BU24DRAFT_10411,gene:BU24DRAFT_10411,ML978066,1523345,1525367,3.9610648e-05
gene:BU24DRAFT_10412,gene:BU24DRAFT_10412,ML978066,1525368,1527167,0.0001030324
gene:BU24DRAFT_487418,gene:BU24DRAFT_487418,ML978066,1527375,1528803,0.00017140115
gene:BU24DRAFT_416557,gene:BU24DRAFT_416557,ML978066,1528846,1529859,0.0001761713
gene:BU24DRAFT_416559,gene:BU24DRAFT_416559,ML978066,1530047,1534096,3.7348505e-05
gene:BU24DRAFT_382905,gene:BU24DRAFT_382905,ML978066,1534806,1538974,4.6058147e-05
gene:BU24DRAFT_337684,gene:BU24DRAFT_337684,ML978066,1539747,1541378,0.00012244159
gene:BU24DRAFT_382910,gene:BU24DRAFT_382910,ML978066,1541386,1544122,0.00011657038
gene:BU24DRAFT_10621,gene:BU24DRAFT_10621,ML978066,1546232,1548983,5.2542044e-05
gene:BU24DRAFT_416564,gene:BU24DRAFT_416564,ML978066,1549630,1551031,7.581227e-05
gene:BU24DRAFT_487426,gene:BU24DRAFT_487426,ML978066,1551400,1552341,0.00010295925
gene:BU24DRAFT_456929,gene:BU24DRAFT_456929,ML978066,1553127,1555754,9.6065356e-05
gene:BU24DRAFT_416566,gene:BU24DRAFT_416566,ML978066,1557237,1558298,0.00017995363
